Month,ShortCat,Value
2020 January,Hardware & DIY,124.4
2020 January,Automotive Fuel,114.2
2020 January,Department Stores,90.5
2020 January,Motor Trades,126.4
2020 January,Food Stores,117.7
2020 January,Department Stores,106.0
2020 January,Automotive Fuel,103.6
2020 January,Hardware & DIY,136.5
2020 January,Furniture & Lighting,167.0
2020 January,Department Stores,87.7
2020 January,Food Stores,123.5
2020 January,Bars,99.7
2020 January,Electrical Goods,185.8
2020 January,Clothing & Footwear,112.9
2020 January,Pharmacy & Cosmetics,126.1
2020 January,Motor Trades,123.2
2020 January,Motor Trades,193.4
2020 February,Bars,88.4
2020 February,Furniture & Lighting,169.9
2020 February,Hardware & DIY,119.1
2020 February,Automotive Fuel,107.1
2020 February,Department Stores,86.8
2020 February,Food Stores,128.4
2020 February,Motor Trades,174.5
2020 February,Electrical Goods,148.3
2020 February,Clothing & Footwear,89.7
2020 February,Automotive Fuel,111.5
2020 February,Motor Trades,117.3
2020 February,Department Stores,93.9
2020 February,Hardware & DIY,121.7
2020 February,Furniture & Lighting,138.0
2020 February,Bars,106.5
2020 February,Electrical Goods,118.8
2020 February,Clothing & Footwear,101.3
2020 February,Pharmacy & Cosmetics,112.6
2020 February,Motor Trades,119.6
2020 February,Food Stores,121.6
2020 February,Department Stores,110.6
2020 February,Automotive Fuel,102.4
2020 February,Hardware & DIY,133.8
2020 February,Furniture & Lighting,171.5
2020 February,Bars,98.8
2020 February,Electrical Goods,187.6
2020 February,Clothing & Footwear,112.2
2020 February,Pharmacy & Cosmetics,128.0
2020 February,Motor Trades,172.9
2020 February,Food Stores,113.7
2020 February,Pharmacy & Cosmetics,116.5
2020 February,Automotive Fuel,112.5
2020 February,Food Stores,117.0
2020 February,Pharmacy & Cosmetics,96.8
2020 February,Clothing & Footwear,81.7
2020 February,Electrical Goods,90.3
2020 February,Department Stores,70.3
2020 February,Furniture & Lighting,181.5
2020 February,Hardware & DIY,108.6
2020 February,Bars,88.6
2020 March,Electrical Goods,103.3
2020 March,Clothing & Footwear,47.8
2020 March,Pharmacy & Cosmetics,107.0
2020 March,Motor Trades,85.1
2020 March,Food Stores,139.6
2020 March,Department Stores,74.8
2020 March,Automotive Fuel,89.1
2020 March,Hardware & DIY,136.5
2020 March,Furniture & Lighting,133.5
2020 March,Bars,44.6
2020 March,Electrical Goods,201.9
2020 March,Pharmacy & Cosmetics,134.4
2020 March,Bars,42.7
2020 March,Clothing & Footwear,51.6
2020 March,Electrical Goods,162.0
2020 March,Bars,42.9
2020 March,Furniture & Lighting,120.6
2020 March,Hardware & DIY,139.9
2020 March,Automotive Fuel,88.1
2020 March,Department Stores,65.5
2020 March,Food Stores,135.4
2020 March,Clothing & Footwear,62.1
2020 March,Pharmacy & Cosmetics,124.8
2020 March,Furniture & Lighting,90.1
2020 March,Automotive Fuel,91.8
2020 March,Hardware & DIY,125.6
2020 March,Electrical Goods,126.7
2020 March,Clothing & Footwear,56.5
2020 March,Pharmacy & Cosmetics,121.3
2020 March,Bars,47.8
2020 March,Furniture & Lighting,104.8
2020 March,Automotive Fuel,92.3
2020 March,Hardware & DIY,130.1
2020 March,Food Stores,131.9
2020 March,Motor Trades,83.5
2020 March,Motor Trades,93.4
2020 March,Motor Trades,95.6
2020 March,Food Stores,127.7
2020 March,Department Stores,51.9
2020 March,Department Stores,63.8
2020 April,Clothing & Footwear,20.4
2020 April,Bars,8.4
2020 April,Electrical Goods,115.5
2020 April,Pharmacy & Cosmetics,111.0
2020 April,Food Stores,135.1
2020 April,Department Stores,26.5
2020 April,Motor Trades,21.0
2020 April,Motor Trades,20.6
2020 April,Food Stores,127.2
2020 April,Department Stores,22.1
2020 April,Automotive Fuel,54.4
2020 April,Furniture & Lighting,20.8
2020 April,Furniture & Lighting,16.5
2020 April,Bars,8.9
2020 April,Electrical Goods,71.9
2020 April,Clothing & Footwear,17.9
2020 April,Pharmacy & Cosmetics,98.5
2020 April,Automotive Fuel,53.8
2020 April,Hardware & DIY,63.6
2020 April,Hardware & DIY,70.0
2020 April,Food Stores,135.9
2020 April,Pharmacy & Cosmetics,90.1
2020 April,Clothing & Footwear,17.7
2020 April,Electrical Goods,54.3
2020 April,Bars,7.9
2020 April,Furniture & Lighting,14.0
2020 April,Hardware & DIY,67.9
2020 April,Department Stores,18.3
2020 April,Food Stores,134.0
2020 April,Motor Trades,26.7
2020 April,Motor Trades,23.6
2020 April,Automotive Fuel,55.6
2020 April,Clothing & Footwear,20.4
2020 April,Automotive Fuel,55.9
2020 April,Hardware & DIY,71.0
2020 April,Department Stores,21.2
2020 April,Furniture & Lighting,19.9
2020 April,Bars,7.9
2020 April,Pharmacy & Cosmetics,104.1
2020 April,Electrical Goods,82.3
2020 May,Automotive Fuel,67.3
2020 May,Hardware & DIY,120.2
2020 May,Hardware & DIY,132.6
2020 May,Food Stores,138.0
2020 May,Motor Trades,56.0
2020 May,Motor Trades,53.0
2020 May,Food Stores,130.5
2020 May,Department Stores,35.9
2020 May,Department Stores,51.8
2020 May,Furniture & Lighting,55.3
2020 May,Pharmacy & Cosmetics,113.3
2020 May,Electrical Goods,146.8
2020 May,Pharmacy & Cosmetics,101.2
2020 May,Furniture & Lighting,44.0
2020 May,Automotive Fuel,69.6
2020 May,Electrical Goods,91.5
2020 May,Bars,9.5
2020 May,Motor Trades,54.6
2020 May,Food Stores,130.1
2020 May,Department Stores,42.5
2020 May,Automotive Fuel,67.0
2020 May,Bars,8.8
2020 May,Hardware & DIY,153.2
2020 May,Clothing & Footwear,24.9
2020 May,Bars,9.3
2020 May,Motor Trades,53.4
2020 May,Food Stores,137.0
2020 May,Department Stores,42.9
2020 May,Automotive Fuel,68.4
2020 May,Hardware & DIY,149.4
2020 May,Furniture & Lighting,46.5
2020 May,Bars,8.8
2020 May,Electrical Goods,106.9
2020 May,Clothing & Footwear,24.2
2020 May,Furniture & Lighting,31.5
2020 May,Pharmacy & Cosmetics,106.3
2020 May,Clothing & Footwear,21.6
2020 May,Pharmacy & Cosmetics,93.4
2020 May,Clothing & Footwear,21.6
2020 May,Electrical Goods,74.3
2020 June,Pharmacy & Cosmetics,120.9
2020 June,Clothing & Footwear,83.8
2020 June,Automotive Fuel,88.7
2020 June,Department Stores,70.8
2020 June,Food Stores,125.6
2020 June,Motor Trades,85.0
2020 June,Pharmacy & Cosmetics,106.9
2020 June,Pharmacy & Cosmetics,109.9
2020 June,Clothing & Footwear,84.6
2020 June,Electrical Goods,134.5
2020 June,Bars,20.2
2020 June,Furniture & Lighting,142.9
2020 June,Hardware & DIY,154.0
2020 June,Automotive Fuel,83.5
2020 June,Department Stores,70.1
2020 June,Food Stores,129.1
2020 June,Motor Trades,115.5
2020 June,Furniture & Lighting,150.9
2020 June,Bars,20.7
2020 June,Hardware & DIY,176.9
2020 June,Department Stores,85.4
2020 June,Electrical Goods,161.0
2020 June,Pharmacy & Cosmetics,124.5
2020 June,Clothing & Footwear,98.9
2020 June,Electrical Goods,216.2
2020 June,Bars,19.1
2020 June,Furniture & Lighting,186.0
2020 June,Hardware & DIY,169.2
2020 June,Automotive Fuel,85.6
2020 June,Furniture & Lighting,185.9
2020 June,Bars,19.7
2020 June,Automotive Fuel,85.1
2020 June,Department Stores,84.6
2020 June,Food Stores,133.8
2020 June,Motor Trades,86.2
2020 June,Electrical Goods,108.5
2020 June,Food Stores,137.3
2020 June,Motor Trades,117.9
2020 June,Clothing & Footwear,96.9
2020 June,Hardware & DIY,195.4
2020 July,Bars,53.8
2020 July,Department Stores,69.6
2020 July,Hardware & DIY,170.7
2020 July,Automotive Fuel,97.7
2020 July,Hardware & DIY,158.2
2020 July,Furniture & Lighting,109.8
2020 July,Bars,58.2
2020 July,Electrical Goods,115.5
2020 July,Clothing & Footwear,110.3
2020 July,Pharmacy & Cosmetics,109.1
2020 July,Pharmacy & Cosmetics,128.5
2020 July,Clothing & Footwear,122.6
2020 July,Electrical Goods,223.8
2020 July,Food Stores,124.1
2020 July,Furniture & Lighting,195.0
2020 July,Automotive Fuel,97.1
2020 July,Food Stores,125.4
2020 July,Motor Trades,168.4
2020 July,Food Stores,130.1
2020 July,Department Stores,84.7
2020 July,Automotive Fuel,96.9
2020 July,Hardware & DIY,173.0
2020 July,Furniture & Lighting,185.2
2020 July,Bars,50.7
2020 July,Electrical Goods,191.2
2020 July,Clothing & Footwear,127.0
2020 July,Pharmacy & Cosmetics,122.5
2020 July,Motor Trades,124.7
2020 July,Food Stores,132.5
2020 July,Department Stores,90.5
2020 July,Automotive Fuel,96.5
2020 July,Motor Trades,123.2
2020 July,Motor Trades,171.6
2020 July,Department Stores,76.1
2020 July,Hardware & DIY,155.6
2020 July,Furniture & Lighting,149.5
2020 July,Bars,56.6
2020 July,Electrical Goods,139.0
2020 July,Clothing & Footwear,110.0
2020 July,Pharmacy & Cosmetics,114.6
2020 August,Bars,76.7
2020 August,Clothing & Footwear,126.4
2020 August,Pharmacy & Cosmetics,125.4
2020 August,Motor Trades,113.7
2020 August,Furniture & Lighting,149.8
2020 August,Department Stores,76.6
2020 August,Automotive Fuel,93.7
2020 August,Electrical Goods,189.3
2020 August,Food Stores,119.4
2020 August,Bars,67.6
2020 August,Department Stores,93.2
2020 August,Hardware & DIY,162.9
2020 August,Automotive Fuel,91.0
2020 August,Pharmacy & Cosmetics,115.7
2020 August,Food Stores,128.3
2020 August,Motor Trades,112.9
2020 August,Department Stores,76.6
2020 August,Food Stores,125.4
2020 August,Motor Trades,118.0
2020 August,Furniture & Lighting,205.2
2020 August,Motor Trades,120.5
2020 August,Hardware & DIY,169.7
2020 August,Department Stores,92.8
2020 August,Pharmacy & Cosmetics,133.2
2020 August,Clothing & Footwear,118.6
2020 August,Electrical Goods,220.5
2020 August,Bars,57.9
2020 August,Furniture & Lighting,195.6
2020 August,Hardware & DIY,149.1
2020 August,Clothing & Footwear,104.3
2020 August,Electrical Goods,134.6
2020 August,Furniture & Lighting,149.9
2020 August,Hardware & DIY,153.2
2020 August,Automotive Fuel,98.1
2020 August,Pharmacy & Cosmetics,112.2
2020 August,Automotive Fuel,95.7
2020 August,Clothing & Footwear,102.8
2020 August,Electrical Goods,127.8
2020 August,Bars,63.0
2020 August,Food Stores,133.4
2020 September,Electrical Goods,223.4
2020 September,Pharmacy & Cosmetics,138.7
2020 September,Clothing & Footwear,123.7
2020 September,Furniture & Lighting,196.7
2020 September,Food Stores,135.0
2020 September,Automotive Fuel,96.1
2020 September,Department Stores,108.2
2020 September,Motor Trades,137.3
2020 September,Pharmacy & Cosmetics,121.9
2020 September,Clothing & Footwear,106.7
2020 September,Electrical Goods,137.1
2020 September,Bars,55.1
2020 September,Furniture & Lighting,151.5
2020 September,Hardware & DIY,157.4
2020 September,Automotive Fuel,98.6
2020 September,Food Stores,126.2
2020 September,Motor Trades,133.9
2020 September,Hardware & DIY,176.4
2020 September,Department Stores,88.1
2020 September,Bars,49.4
2020 September,Pharmacy & Cosmetics,117.5
2020 September,Department Stores,77.4
2020 September,Furniture & Lighting,164.3
2020 September,Bars,61.8
2020 September,Electrical Goods,147.5
2020 September,Clothing & Footwear,93.6
2020 September,Food Stores,121.8
2020 September,Motor Trades,112.3
2020 September,Pharmacy & Cosmetics,136.8
2020 September,Clothing & Footwear,110.0
2020 September,Electrical Goods,239.4
2020 September,Bars,52.7
2020 September,Furniture & Lighting,201.6
2020 September,Hardware & DIY,180.7
2020 September,Automotive Fuel,97.4
2020 September,Department Stores,94.4
2020 September,Food Stores,130.6
2020 September,Motor Trades,120.0
2020 September,Automotive Fuel,99.5
2020 September,Hardware & DIY,157.2
2020 October,Food Stores,132.7
2020 October,Bars,27.0
2020 October,Clothing & Footwear,85.4
2020 October,Furniture & Lighting,132.8
2020 October,Electrical Goods,141.5
2020 October,Pharmacy & Cosmetics,127.1
2020 October,Furniture & Lighting,191.7
2020 October,Pharmacy & Cosmetics,138.3
2020 October,Hardware & DIY,168.2
2020 October,Furniture & Lighting,147.5
2020 October,Bars,24.5
2020 October,Electrical Goods,145.3
2020 October,Clothing & Footwear,97.1
2020 October,Pharmacy & Cosmetics,121.3
2020 October,Automotive Fuel,83.7
2020 October,Motor Trades,118.8
2020 October,Automotive Fuel,83.6
2020 October,Hardware & DIY,189.5
2020 October,Hardware & DIY,153.0
2020 October,Bars,22.2
2020 October,Electrical Goods,239.6
2020 October,Clothing & Footwear,113.6
2020 October,Department Stores,103.4
2020 October,Automotive Fuel,83.8
2020 October,Department Stores,84.0
2020 October,Food Stores,132.3
2020 October,Department Stores,77.0
2020 October,Pharmacy & Cosmetics,149.4
2020 October,Clothing & Footwear,97.9
2020 October,Electrical Goods,225.9
2020 October,Furniture & Lighting,204.9
2020 October,Hardware & DIY,175.9
2020 October,Bars,23.6
2020 October,Department Stores,92.8
2020 October,Food Stores,140.7
2020 October,Motor Trades,94.9
2020 October,Food Stores,142.0
2020 October,Motor Trades,120.5
2020 October,Motor Trades,78.7
2020 October,Automotive Fuel,82.5
2020 November,Hardware & DIY,172.4
2020 November,Clothing & Footwear,54.7
2020 November,Electrical Goods,319.3
2020 November,Bars,7.3
2020 November,Furniture & Lighting,147.0
2020 November,Pharmacy & Cosmetics,145.7
2020 November,Furniture & Lighting,97.7
2020 November,Clothing & Footwear,40.9
2020 November,Electrical Goods,116.3
2020 November,Bars,9.2
2020 November,Hardware & DIY,149.7
2020 November,Automotive Fuel,88.2
2020 November,Department Stores,58.9
2020 November,Food Stores,126.6
2020 November,Motor Trades,113.1
2020 November,Pharmacy & Cosmetics,119.2
2020 November,Pharmacy & Cosmetics,127.8
2020 November,Furniture & Lighting,126.0
2020 November,Electrical Goods,181.5
2020 November,Department Stores,94.3
2020 November,Automotive Fuel,87.5
2020 November,Motor Trades,114.1
2020 November,Food Stores,135.2
2020 November,Department Stores,73.8
2020 November,Automotive Fuel,89.7
2020 November,Hardware & DIY,167.8
2020 November,Bars,8.2
2020 November,Electrical Goods,195.8
2020 November,Clothing & Footwear,49.0
2020 November,Pharmacy & Cosmetics,135.9
2020 November,Automotive Fuel,89.5
2020 November,Department Stores,76.6
2020 November,Food Stores,132.6
2020 November,Motor Trades,55.3
2020 November,Clothing & Footwear,48.5
2020 November,Motor Trades,77.5
2020 November,Food Stores,138.4
2020 November,Furniture & Lighting,107.6
2020 November,Bars,8.8
2020 November,Hardware & DIY,146.6
2020 December,Bars,46.0
2020 December,Electrical Goods,365.3
2020 December,Motor Trades,46.7
2020 December,Food Stores,150.2
2020 December,Department Stores,159.6
2020 December,Hardware & DIY,148.9
2020 December,Furniture & Lighting,194.9
2020 December,Bars,50.8
2020 December,Electrical Goods,216.3
2020 December,Clothing & Footwear,186.0
2020 December,Pharmacy & Cosmetics,186.5
2020 December,Furniture & Lighting,209.8
2020 December,Hardware & DIY,178.6
2020 December,Automotive Fuel,102.2
2020 December,Pharmacy & Cosmetics,189.9
2020 December,Department Stores,192.6
2020 December,Food Stores,157.1
2020 December,Motor Trades,73.0
2020 December,Clothing & Footwear,215.6
2020 December,Automotive Fuel,92.5
2020 December,Food Stores,126.5
2020 December,Food Stores,135.3
2020 December,Electrical Goods,205.0
2020 December,Bars,37.2
2020 December,Furniture & Lighting,203.6
2020 December,Hardware & DIY,173.0
2020 December,Automotive Fuel,102.6
2020 December,Department Stores,101.1
2020 December,Motor Trades,149.3
2020 December,Motor Trades,151.8
2020 December,Clothing & Footwear,141.8
2020 December,Pharmacy & Cosmetics,136.4
2020 December,Pharmacy & Cosmetics,115.6
2020 December,Clothing & Footwear,119.1
2020 December,Electrical Goods,125.3
2020 December,Bars,40.9
2020 December,Furniture & Lighting,160.3
2020 December,Hardware & DIY,153.3
2020 December,Automotive Fuel,100.5
2020 December,Department Stores,80.6
2021 January,Department Stores,49.8
2021 January,Food Stores,126.2
2021 January,Automotive Fuel,76.0
2021 January,Food Stores,136.4
2021 January,Department Stores,60.7
2021 January,Automotive Fuel,72.2
2021 January,Hardware & DIY,141.5
2021 January,Furniture & Lighting,112.0
2021 January,Bars,10.0
2021 January,Electrical Goods,204.2
2021 January,Clothing & Footwear,34.0
2021 January,Pharmacy & Cosmetics,122.4
2021 January,Motor Trades,152.8
2021 January,Motor Trades,103.4
2021 January,Hardware & DIY,112.0
2021 January,Electrical Goods,225.7
2021 January,Bars,7.8
2021 January,Motor Trades,103.5
2021 January,Food Stores,127.5
2021 January,Department Stores,49.4
2021 January,Pharmacy & Cosmetics,89.1
2021 January,Clothing & Footwear,24.5
2021 January,Electrical Goods,120.0
2021 January,Bars,7.5
2021 January,Furniture & Lighting,103.5
2021 January,Hardware & DIY,98.6
2021 January,Automotive Fuel,72.8
2021 January,Furniture & Lighting,114.8
2021 January,Department Stores,37.8
2021 January,Motor Trades,176.6
2021 January,Automotive Fuel,77.0
2021 January,Hardware & DIY,126.5
2021 January,Furniture & Lighting,88.5
2021 January,Bars,11.0
2021 January,Electrical Goods,125.3
2021 January,Clothing & Footwear,29.7
2021 January,Pharmacy & Cosmetics,105.4
2021 January,Pharmacy & Cosmetics,110.2
2021 January,Clothing & Footwear,30.1
2021 January,Food Stores,114.7
2021 February,Electrical Goods,248.3
2021 February,Pharmacy & Cosmetics,136.1
2021 February,Clothing & Footwear,40.8
2021 February,Bars,8.5
2021 February,Motor Trades,178.5
2021 February,Hardware & DIY,168.5
2021 February,Automotive Fuel,81.4
2021 February,Department Stores,57.1
2021 February,Food Stores,137.1
2021 February,Motor Trades,124.5
2021 February,Pharmacy & Cosmetics,115.5
2021 February,Clothing & Footwear,34.2
2021 February,Electrical Goods,151.6
2021 February,Bars,9.4
2021 February,Furniture & Lighting,107.8
2021 February,Automotive Fuel,83.5
2021 February,Department Stores,46.0
2021 February,Food Stores,128.9
2021 February,Motor Trades,125.2
2021 February,Furniture & Lighting,137.3
2021 February,Food Stores,143.0
2021 February,Hardware & DIY,150.5
2021 February,Automotive Fuel,85.1
2021 February,Department Stores,44.0
2021 February,Pharmacy & Cosmetics,96.9
2021 February,Clothing & Footwear,28.7
2021 February,Electrical Goods,116.1
2021 February,Furniture & Lighting,142.4
2021 February,Hardware & DIY,133.9
2021 February,Automotive Fuel,84.2
2021 February,Department Stores,33.5
2021 February,Food Stores,124.4
2021 February,Motor Trades,181.3
2021 February,Bars,7.9
2021 February,Clothing & Footwear,33.8
2021 February,Hardware & DIY,149.5
2021 February,Furniture & Lighting,136.5
2021 February,Bars,7.6
2021 February,Electrical Goods,197.0
2021 February,Pharmacy & Cosmetics,121.2
2021 March,Pharmacy & Cosmetics,123.6
2021 March,Pharmacy & Cosmetics,116.3
2021 March,Clothing & Footwear,37.5
2021 March,Pharmacy & Cosmetics,102.8
2021 March,Electrical Goods,129.6
2021 March,Bars,9.5
2021 March,Furniture & Lighting,113.4
2021 March,Hardware & DIY,183.3
2021 March,Automotive Fuel,92.6
2021 March,Department Stores,48.4
2021 March,Food Stores,129.2
2021 March,Motor Trades,118.0
2021 March,Food Stores,137.1
2021 March,Hardware & DIY,184.6
2021 March,Automotive Fuel,89.3
2021 March,Clothing & Footwear,32.3
2021 March,Furniture & Lighting,146.6
2021 March,Bars,8.6
2021 March,Motor Trades,119.0
2021 March,Hardware & DIY,166.9
2021 March,Furniture & Lighting,98.2
2021 March,Bars,8.4
2021 March,Electrical Goods,105.3
2021 March,Electrical Goods,212.3
2021 March,Clothing & Footwear,43.7
2021 March,Pharmacy & Cosmetics,133.4
2021 March,Department Stores,59.9
2021 March,Department Stores,40.6
2021 March,Automotive Fuel,92.7
2021 March,Electrical Goods,169.3
2021 March,Furniture & Lighting,133.4
2021 March,Bars,8.2
2021 March,Food Stores,127.8
2021 March,Food Stores,136.1
2021 March,Clothing & Footwear,37.1
2021 March,Motor Trades,128.4
2021 March,Department Stores,54.0
2021 March,Automotive Fuel,88.4
2021 March,Hardware & DIY,186.9
2021 March,Motor Trades,127.9
2021 April,Electrical Goods,92.8
2021 April,Furniture & Lighting,104.2
2021 April,Department Stores,21.9
2021 April,Food Stores,130.4
2021 April,Department Stores,27.0
2021 April,Automotive Fuel,98.7
2021 April,Hardware & DIY,153.1
2021 April,Automotive Fuel,101.1
2021 April,Motor Trades,126.1
2021 April,Hardware & DIY,174.0
2021 April,Bars,13.3
2021 April,Electrical Goods,126.7
2021 April,Clothing & Footwear,36.2
2021 April,Pharmacy & Cosmetics,116.9
2021 April,Automotive Fuel,95.7
2021 April,Hardware & DIY,183.3
2021 April,Furniture & Lighting,149.2
2021 April,Bars,11.2
2021 April,Electrical Goods,141.3
2021 April,Clothing & Footwear,43.6
2021 April,Pharmacy & Cosmetics,124.3
2021 April,Pharmacy & Cosmetics,105.8
2021 April,Clothing & Footwear,36.6
2021 April,Furniture & Lighting,122.5
2021 April,Food Stores,134.6
2021 April,Bars,11.6
2021 April,Department Stores,26.3
2021 April,Motor Trades,175.2
2021 April,Pharmacy & Cosmetics,133.7
2021 April,Clothing & Footwear,42.5
2021 April,Electrical Goods,205.2
2021 April,Bars,12.2
2021 April,Furniture & Lighting,155.7
2021 April,Automotive Fuel,92.2
2021 April,Department Stores,33.4
2021 April,Food Stores,137.9
2021 April,Hardware & DIY,180.3
2021 April,Motor Trades,149.6
2021 April,Food Stores,136.2
2021 April,Motor Trades,125.0
2021 May,Automotive Fuel,104.0
2021 May,Department Stores,56.5
2021 May,Pharmacy & Cosmetics,119.7
2021 May,Food Stores,128.3
2021 May,Motor Trades,136.4
2021 May,Department Stores,84.9
2021 May,Automotive Fuel,93.3
2021 May,Hardware & DIY,182.1
2021 May,Furniture & Lighting,87.5
2021 May,Bars,9.2
2021 May,Electrical Goods,102.1
2021 May,Hardware & DIY,154.4
2021 May,Electrical Goods,148.4
2021 May,Motor Trades,132.7
2021 May,Furniture & Lighting,128.8
2021 May,Hardware & DIY,177.6
2021 May,Automotive Fuel,94.4
2021 May,Department Stores,69.2
2021 May,Food Stores,134.4
2021 May,Food Stores,135.2
2021 May,Motor Trades,137.9
2021 May,Bars,8.7
2021 May,Electrical Goods,201.8
2021 May,Clothing & Footwear,137.7
2021 May,Pharmacy & Cosmetics,128.3
2021 May,Clothing & Footwear,116.6
2021 May,Pharmacy & Cosmetics,102.1
2021 May,Bars,8.4
2021 May,Clothing & Footwear,133.8
2021 May,Furniture & Lighting,159.2
2021 May,Food Stores,127.9
2021 May,Pharmacy & Cosmetics,112.2
2021 May,Clothing & Footwear,116.7
2021 May,Electrical Goods,126.0
2021 May,Bars,9.6
2021 May,Furniture & Lighting,127.7
2021 May,Hardware & DIY,139.4
2021 May,Automotive Fuel,100.8
2021 May,Department Stores,68.1
2021 May,Motor Trades,139.3
2021 June,Electrical Goods,148.6
2021 June,Bars,52.8
2021 June,Furniture & Lighting,198.2
2021 June,Motor Trades,102.2
2021 June,Food Stores,123.7
2021 June,Department Stores,98.2
2021 June,Food Stores,135.0
2021 June,Automotive Fuel,114.6
2021 June,Hardware & DIY,174.6
2021 June,Furniture & Lighting,162.1
2021 June,Bars,56.7
2021 June,Electrical Goods,99.8
2021 June,Furniture & Lighting,153.4
2021 June,Motor Trades,99.6
2021 June,Food Stores,130.9
2021 June,Department Stores,116.8
2021 June,Automotive Fuel,101.5
2021 June,Hardware & DIY,161.8
2021 June,Furniture & Lighting,197.9
2021 June,Bars,51.2
2021 June,Electrical Goods,208.8
2021 June,Clothing & Footwear,138.1
2021 June,Pharmacy & Cosmetics,143.9
2021 June,Bars,55.2
2021 June,Motor Trades,134.2
2021 June,Pharmacy & Cosmetics,125.1
2021 June,Clothing & Footwear,119.1
2021 June,Hardware & DIY,148.9
2021 June,Hardware & DIY,191.2
2021 June,Automotive Fuel,100.8
2021 June,Department Stores,118.7
2021 June,Pharmacy & Cosmetics,126.3
2021 June,Pharmacy & Cosmetics,145.4
2021 June,Electrical Goods,129.3
2021 June,Motor Trades,136.9
2021 June,Clothing & Footwear,144.5
2021 June,Food Stores,127.7
2021 June,Department Stores,94.7
2021 June,Automotive Fuel,108.0
2021 June,Clothing & Footwear,122.5
2021 July,Motor Trades,185.1
2021 July,Pharmacy & Cosmetics,119.0
2021 July,Clothing & Footwear,111.6
2021 July,Electrical Goods,105.9
2021 July,Bars,64.0
2021 July,Furniture & Lighting,103.4
2021 July,Hardware & DIY,147.3
2021 July,Automotive Fuel,112.8
2021 July,Pharmacy & Cosmetics,125.9
2021 July,Electrical Goods,210.7
2021 July,Food Stores,137.9
2021 July,Clothing & Footwear,114.7
2021 July,Electrical Goods,129.9
2021 July,Bars,63.5
2021 July,Furniture & Lighting,142.2
2021 July,Hardware & DIY,147.4
2021 July,Automotive Fuel,112.0
2021 July,Department Stores,86.2
2021 July,Food Stores,131.5
2021 July,Motor Trades,134.5
2021 July,Motor Trades,130.9
2021 July,Pharmacy & Cosmetics,139.1
2021 July,Clothing & Footwear,136.5
2021 July,Electrical Goods,176.8
2021 July,Bars,54.6
2021 July,Food Stores,129.8
2021 July,Hardware & DIY,158.9
2021 July,Department Stores,107.6
2021 July,Furniture & Lighting,173.4
2021 July,Hardware & DIY,160.0
2021 July,Furniture & Lighting,184.9
2021 July,Bars,59.0
2021 July,Department Stores,77.9
2021 July,Automotive Fuel,102.2
2021 July,Pharmacy & Cosmetics,146.9
2021 July,Motor Trades,173.2
2021 July,Food Stores,135.1
2021 July,Department Stores,99.4
2021 July,Automotive Fuel,101.8
2021 July,Clothing & Footwear,136.1
2021 August,Pharmacy & Cosmetics,136.8
2021 August,Clothing & Footwear,150.2
2021 August,Electrical Goods,189.6
2021 August,Bars,82.3
2021 August,Automotive Fuel,97.8
2021 August,Hardware & DIY,149.7
2021 August,Department Stores,115.0
2021 August,Food Stores,127.4
2021 August,Automotive Fuel,110.8
2021 August,Furniture & Lighting,200.0
2021 August,Motor Trades,129.8
2021 August,Motor Trades,139.2
2021 August,Food Stores,119.8
2021 August,Food Stores,125.9
2021 August,Department Stores,88.4
2021 August,Automotive Fuel,115.7
2021 August,Hardware & DIY,144.9
2021 August,Furniture & Lighting,148.3
2021 August,Bars,77.2
2021 August,Electrical Goods,135.2
2021 August,Clothing & Footwear,119.7
2021 August,Pharmacy & Cosmetics,124.4
2021 August,Hardware & DIY,140.1
2021 August,Motor Trades,137.7
2021 August,Bars,95.3
2021 August,Electrical Goods,128.9
2021 August,Clothing & Footwear,116.3
2021 August,Furniture & Lighting,147.9
2021 August,Department Stores,91.1
2021 August,Pharmacy & Cosmetics,145.5
2021 August,Clothing & Footwear,142.9
2021 August,Motor Trades,133.3
2021 August,Food Stores,132.5
2021 August,Department Stores,111.7
2021 August,Automotive Fuel,101.7
2021 August,Hardware & DIY,157.1
2021 August,Furniture & Lighting,191.1
2021 August,Pharmacy & Cosmetics,120.5
2021 August,Electrical Goods,217.8
2021 August,Bars,69.2
2021 September,Food Stores,133.9
2021 September,Pharmacy & Cosmetics,149.9
2021 September,Electrical Goods,225.4
2021 September,Bars,75.5
2021 September,Furniture & Lighting,189.9
2021 September,Hardware & DIY,155.9
2021 September,Automotive Fuel,102.2
2021 September,Motor Trades,130.4
2021 September,Clothing & Footwear,147.4
2021 September,Department Stores,109.6
2021 September,Food Stores,129.1
2021 September,Pharmacy & Cosmetics,126.3
2021 September,Hardware & DIY,145.4
2021 September,Furniture & Lighting,150.5
2021 September,Bars,86.4
2021 September,Electrical Goods,141.0
2021 September,Clothing & Footwear,105.9
2021 September,Electrical Goods,154.4
2021 September,Bars,98.0
2021 September,Furniture & Lighting,168.1
2021 September,Hardware & DIY,148.5
2021 September,Automotive Fuel,118.6
2021 September,Department Stores,77.3
2021 September,Food Stores,122.9
2021 September,Motor Trades,114.2
2021 September,Clothing & Footwear,124.8
2021 September,Pharmacy & Cosmetics,128.7
2021 September,Department Stores,87.2
2021 September,Food Stores,127.6
2021 September,Automotive Fuel,117.6
2021 September,Motor Trades,115.4
